id,title,tagline,release_date,genres,belongs_to_collection,original_language,budget_musd,revenue_musd,production_companies,production_countries,vote_count,vote_average,popularity,runtime,overview,spoken_languages,poster_path,cast,cast_size,crew_size,director
3083,Mr. Smith Goes to Washington,"Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!",1939-10-19,Comedy|Drama,,en,1.5,9.6,Columbia Pictures,United States of America,245.0,7.9,8.168694,129.0,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed on a lark by the spineless governor of his state. He is reunited with the state's senior senator--presidential hopeful and childhood hero, Senator Joseph Paine. In Washington, however, Smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, Jim Taylor. Taylor first tries to corrupt Smith and then later attempts to destroy Smith through a scandal.",English,<img src='http://image.tmdb.org/t/p/w185//2gJLSn3ipt3gDRfwOxXRraH6YtM.jpg' style='height:100px;'>,James Stewart|Jean Arthur|Claude Rains|Edward Arnold|Guy Kibbee|Thomas Mitchell|Eugene Pallette|Beulah Bondi|Colin James Mackey|Harry Carey|H.B. Warner|Grant Mitchell|Pierre Watkin|Porter Hall|Astrid Allwyn|Ruth Donnelly|Charles Lane|William Demarest|Dick Elliott|Russell Simpson|Delmar Watson|John Russell|Frances Gifford|Larry Simms|Billy Watson|Harry Watson|Garry Watson|Wilson Benge|Dickie Jones|H.V. Kaltenborn|Erville Alderson|Frank Puglia|Maurice Cass|Stanley Andrews|Al Bridge|Edwin August|Edmund Cobb|Sam Ash|Harry A. Bailey|Stanley Mack|Brooks Benedict|Wade Boteler|Dorothy Comingore|Chester Conklin|Gino Corrado|Ann Doran|Robert Emmett Keane|Matt McHugh|Kathryn Bates|Frank Austin|William Arnold|Tommy Baker|Robert Sterling|Dub Taylor|George Chandler|Fred 'Snowflake' Toones|Jack Carson|Tommy Bupp|Dora Clement|Bert Moorhouse|Harry C. Bradley|Lynton Brent|Ed Brewer|Harlan Briggs|Harry Burkhardt|Frederick Burton|Georgia Caine|Ken Carpenter|Burr Caruth|Allan Cavan|Eddy Chandler|Davison Clark|Richard Clucas|Shirley Coates|Eddie Coke|Hal Cooke|Alec Craig|Anne Cornwall|George Cooper|Georgie Cooper|Jack Cooper|Nick Copeland|Vernon Dent|Maurice Costello|Beatrice Curtis|Lew Davis|Dulcie Day|Wally Dean|Harry Depp|Byron Foulger|Helen Jerome Eddy|Douglas Evans|Joe Devlin|Clyde Dilson|John Dilson|Neal Dodd|Lester Dorr|Robert Dudley|Edward Earle|Jack Egan|Eddie Fetherston|Mabel Forrest|Gladys Gale|Jack Gardner|Mary Gordon|June Gittelson|Lorna Gray|Harry Hayden|Louis Jean Heydt|John Ince|Frank Jaquet|Philo McCullough|Wright Kramer|Henry Hebert|Fred Hoose|Richard Kipling|Roger Haliday|Wilfred Hari|Philip Hurlic|Olaf Hytten|Lloyd Ingraham|Mitchell Ingraham|Dick Jensen|John Lester Johnson|Eddie Kane|Donald Kerr|Milton Kibbee|Joe King|Evalyn Knapp|Paul Kruger|Bobby Larson|Billy Lechner|Jackie Lowe|P.H. Levy|Vera Lewis|Jack Lindquist|George Lloyd|Arthur Loft|Jack Low|Jimmie Lucas|Mary MacLaren|Hank Mann|Margaret Mann|Eric Mayne|Ralph McCullough|George McKay|Lafe McKee|Ben Taggart|Field Norton|Wilfred Lucas|Sammy McKim|James McNamara|William Newell|Robert Middlemass|James Millican|Howard M. Mitchell|Charles R. Moore|Gene Morgan|Robert Morgan|Ray Nichols|Alex Novinsky|Frank O'Connor|Frank Otto|Joe Palma|Spencer Quinn|Tom Quinn|Ed Randolph|Charles Regan|Jack Rice|Wyndham Standing|Ferris Taylor|Jack Richardson|Walter Soderling|Harry Stafford|Victor Travers|Carl Stockdale|Robert Walker|Henry Roquemore|Craig Stevens|Paul Stanton|Johnny Russell|Walter Sande|Frank M. Thomas|Harry Strang|Harry Tenbrook|Dave Willock|Lloyd Whitlock|John Tyrrell|Frederick Vroom|Charles Sullivan|Arthur Thalasso|Edward Thomas|Laura Treadwell|Layne Tom Jr.|Myonne Walsh|Billy Wayne|Max Waizmann|John Ward|Jane Loofbourrow|Blanche Payson|Emma Tansey|Bess Wade|Florence Wix|Eleanor Wood|Jesse Graves|Gus Glassmire|Larry Steers|Landers Stevens|William Worthington|Edward Biby|Count Stefenelli|David Wade|Frank McLure,213,30,Frank Capra
900,Bringing Up Baby,"And so begins the hilarious adventure of Professor David Huxley and Miss Susan Vance, a flutter-brained vixen with love in her heart!",1938-02-18,Comedy|Romance,,en,1.073,,RKO Radio Pictures,United States of America,201.0,7.6,6.60577,102.0,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.",English,<img src='http://image.tmdb.org/t/p/w185//pxgUiiP29ysQ4cuueXjiQdCphZG.jpg' style='height:100px;'>,Katharine Hepburn|Cary Grant|Charles Ruggles|Walter Catlett|Barry Fitzgerald|May Robson|Fritz Feld|Leona Roberts|George Irving|Tala Birell|Virginia Walker|John Kelly|William Benedict|Billy Bevan|Ward Bond|Jack Carson|Judith Ford|Edward Gargan|Paul Guilfoyle|Karl 'Karchy' Kosiczky|Nissa the Leopard,21,13,Howard Hawks
43795,Penny Serenade,"""Remember the tune they were singing the night we fell in love?...""",1941-04-24,Drama|Romance,,en,,,Columbia Pictures Corporation,United States of America,23.0,6.4,2.446972,119.0,"A light-hearted romantic drama starring Cary Grant &amp; Irene Dunne as a couple who meet, fall in love, quarrel and reunite. While listening to a recording of ""Penny Serenade"", Julie Gardiner Adams (Irene Dunne) begins reflecting on her past. She recalls her impulsive marriage to newspaper reporter Roger Adams (Carey Grant), which begins on a deliriously happy note but turns out to be fraught with tragedy. Other songs remind her of their courtship, their marriage, their desire for a child, and the joys and sorrows they have shared. A flood of memories come back to her as she ponders on their present problems and how they arose.",English,<img src='http://image.tmdb.org/t/p/w185//t1H7s1VOVDFLK0rx5ErDJklcFZk.jpg' style='height:100px;'>,Irene Dunne|Cary Grant|Beulah Bondi|Edgar Buchanan|Ann Doran|Eva Lee Kuney|Leonard Willey|Wallis Clark|Walter Soderling|Jane Biffle|Dorothy Adams|Billy Bevan,12,9,George Stevens
85638,The Scarlet Letter,,1926-08-09,Drama,,en,,,Metro-Goldwyn-Mayer (MGM),United States of America,4.0,8.3,0.284522,115.0,"In Puritan Boston, seamstress Hester Prynne is punished for playing on the Sabbath day; but kindly minister Arthur Dimmesdale takes pity on her. The two fall in love, but their relationship cannot be: Hester is already married to Roger Prynne, a physician who has been missing seven years. Dimmesdale has to go away to England; when he returns, he finds Hester pregnant with their child, and the focus of the town's censure. In a humiliating public ceremony, she is forced to don the scarlet letter A - for adultery - and wear it the rest of her life.",English,<img src='http://image.tmdb.org/t/p/w185//4c5u528tDEWK68ImgWaMpMKgHI6.jpg' style='height:100px;'>,Lillian Gish|Lars Hanson|Henry B. Walthall|Karl Dane|William H. Tooker|Marcelle Corday,6,3,Victor Sjöström
50001,Lady of Burlesque,Mirth! Murder! Melody! Mystery! and Girls! Girls! Girls!,1943-06-01,Comedy|Thriller|Mystery|Romance,,en,,,Hunt Stromberg Productions,United States of America,7.0,5.0,0.26469499999999996,91.0,"After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again.",English,<img src='http://image.tmdb.org/t/p/w185//r1qAEEt1sv1Oz8i7bPiIiLLPBqf.jpg' style='height:100px;'>,Barbara Stanwyck|Michael O'Shea|Iris Adrian|Charles Dingle|J. Edward Bromberg|Frank Conroy|Victoria Faust|Gloria Dickson|Marion Martin|Frank Fenton|Stephanie Bachelor|Eddie Gordon|Janis Carter|Lou Lubin|Pinky Lee,15,10,William A. Wellman
43905,Of Human Bondage,The Love That Lifted a Man to Paradise......and Hurled Him Back to Earth Again,1934-07-20,Drama,,en,,,RKO Radio Pictures,United States of America,26.0,6.4,1.831221,83.0,"Club-footed medical school student Philip Carey falls in love with cynical waitress Mildred Rogers. She rejects him and runs off with a salesman, later returning pregnant and unmarried. Philip takes her in, though a ""happily ever after"" ending is not to be.",English,<img src='http://image.tmdb.org/t/p/w185//4omdIjU4jx7U44BPPO3Kd6PELH8.jpg' style='height:100px;'>,Leslie Howard|Bette Davis|Frances Dee|Kay Johnson|Reginald Denny|Alan Hale|Reginald Sheffield|Reginald Owen|Desmond Roberts|Tempe Pigott|Adrian Rosley,11,11,John Cromwell
22688,Angel on My Shoulder,With an ANGEL on his shoulder... And the DEVIL in his heart!,1946-09-20,Comedy|Fantasy|Romance,,en,,,Premier Productions,United States of America,6.0,5.7,0.594433,100.0,"Gangster Eddie Kagel is killed by a trusted lieutenant and finds himself in Harry Redmond Jr's special effects Hell, where Nick/The Devil sees that he is an-exact double for a judge of whom Nick doesn't approve. Eddie is agreeable to having his soul transferred to the judge's body, as it will give him a chance to avenge himself on his killer. But every action taken by Eddie (as the judge) results in good rather than evil and, to Nick's dismay, the reputation and influence of the judge is enhanced, rather than impaired by Eddie. And Eddie also falls in love with the judge's fiancée, Barbara. Even Eddie's planned revenge fails and Nick is forced to concede defeat. He returns to Hell, taking Eddie with him, after Eddie has extracted his promise that Nick will not molest the judge or Barbara in the future.",English,<img src='http://image.tmdb.org/t/p/w185//rTbCACJr43lerhUNGnMpYtc9rdk.jpg' style='height:100px;'>,Paul Muni|Anne Baxter|Claude Rains|Onslow Stevens|George Cleveland|Erskine Sanford|Marion Martin|Hardie Albright|James Flavin,9,21,Archie Mayo
23114,Little Lord Fauntleroy,,1936-03-06,Drama|Family,,en,,,Selznick International Pictures,United States of America,13.0,6.6,4.709847,102.0,"An American boy turns out to be the heir of a wealthy British earl. He is sent to live with the irritable and unsentimental aristocrat, his grandfather.",English,<img src='http://image.tmdb.org/t/p/w185//nNMt9xO4MK1M4nzlRi2ryCO3TyK.jpg' style='height:100px;'>,Freddie Bartholomew|Dolores Costello|C. Aubrey Smith|Guy Kibbee|Henry Stephenson|Mickey Rooney|Constance Collier|E.E. Clive|Una O'Connor|Jackie Searl|Jessie Ralph|Ivan F. Simpson|Helen Flint|Eric Alden|May Beatty|Virginia Field|Reginald Barlow|Lionel Belmore|Tempe Pigott|Gilbert Emery|Lawrence Grant|Walter Kingsford|Eily Malyon|Fred Walton|Robert Emmet O'Connor|Elsa Buchanan,26,5,John Cromwell
26378,They Made Me a Criminal,Sensational Human Drama!,1939-01-28,Thriller|Crime|Drama|Mystery,,en,,,Warner Bros.,United States of America,8.0,5.6,1.758391,92.0,"A boxer flees, believing he has committed a murder while he was drunk.",English,<img src='http://image.tmdb.org/t/p/w185//aNiWJ2C8Amrun55JCvuvGEPIXli.jpg' style='height:100px;'>,John Garfield|The 'Dead End' Kids|Claude Rains|Ann Sheridan|May Robson|Gloria Dickson|Billy Halop|Bobby Jordan|Leo Gorcey|Huntz Hall|Gabriel Dell|Bernard Punsly|Robert Gleckler|John Ridgely|Barbara Pepper|William B. Davidson|Ronald Sinclair|Louis Jean Heydt|Ward Bond|Frank Riggi|Doris Lloyd|Irving Bacon|Clem Bevans|Sam McDaniel|Robert Strange|Louis Jean Heydt|Cliff Clark|Dick Wessel|Raymond Brown|Sam Hayes|Jack Austin|Richard Bond|Edwin Brian|Mushy Callahan|Nat Carr|Eddy Chandler|Georgie Cooper|Hal Craig|Joe Cunningham|John Dilson|Mike Donovan|Tom Dugan|John Harron|Leyland Hodgson|Stuart Holmes|Arthur Housman|Donald Kerr|Reid Kilpatrick|Harry Leroy|Al Lloyd|Frank Mayo|Larry McGrath|Frank Meredith|Jack Mower|Jimmy O'Gatty|Paul Panzer|Bob Perry|Charles Randolph|John J. Richardson|Cyril Ring|Bert Roach|Dave Roberts|Sally Sage|Cliff Saum|Janet Shaw|John Sheehan|Charles Sullivan|Elliott Sullivan|Dorothy Varden|Tom Wilson|Jack Wise,71,11,Busby Berkeley
40206,The Inspector General,A new comedy kayo from Warner Bros.,1949-12-31,Comedy|Music|Romance,,en,,,Warner Bros.,United States of America,17.0,6.2,0.8965049999999999,101.0,"An illiterate stooge in a traveling medicine show wanders into a strange town and is picked up on a vagrancy charge. The town's corrupt officials mistake him for the inspector general whom they think is traveling in disguise. Fearing he will discover they've been pocketing tax money, they make several bungled attempts to kill him.",English,<img src='http://image.tmdb.org/t/p/w185//6CArPzDnzS04QNQ94wphh6cLecY.jpg' style='height:100px;'>,Danny Kaye|Walter Slezak|Barbara Bates|Elsa Lanchester|Gene Lockhart|Alan Hale|Walter Catlett|Rhys Williams,8,11,Henry Koster
22356,Angel and the Badman,He lived only for revenge...She lived only for his love!,1947-02-15,Romance|Western,,en,,,Republic Pictures,United States of America,27.0,6.6,8.08426,100.0,"Notorious shootist and womanizer Quirt Evans' horse collapses as he passes a Quaker family's home. Quirt has been wounded, and the kindly family takes him in to nurse him back to health against the advice of others. The handsome Evans quickly attracts the affections of their beautiful daughter, Penelope. He develops an affection for the family, but his troubled past follows him.",English,<img src='http://image.tmdb.org/t/p/w185//tbnte13MT1mke828R0rKmNZ41G6.jpg' style='height:100px;'>,John Wayne|Gail Russell|Harry Carey|Bruce Cabot|Irene Rich|Lee Dixon|Stephen Grant|Tom Powers|Paul Hurst|Olin Howland|John Halloran|Joan Barton|Craig Woods|Marshall Reed|Kenne Duncan|Bert Moorhouse|Paul Fix|Pat Flaherty|Hank Worden,19,8,James Edward Grant
260,The 39 Steps,Handcuffed to the girl who double-crossed him,1935-06-01,Action|Thriller|Mystery,,en,,,Gaumont British Picture Corporation|The Criterion Collection,United Kingdom,217.0,7.4,5.865697,86.0,"While on vacation in London, Canadian Richard Hannay becomes embroiled in an international spy ring related to the mysterious ""39 steps."" Then he meets agent Annabella Smith, who is soon killed in his apartment. He must elude the police, who are hunting him for murder, while he tries to stop Professor Jordan from sending secrets out of the country. Hannay is assisted by Pamela, an unwilling accomplice who discovers the truth.",English,<img src='http://image.tmdb.org/t/p/w185//paI9Tmqm2cZG6xy4Tnjw3Ydjuw5.jpg' style='height:100px;'>,Robert Donat|Madeleine Carroll|Lucie Mannheim|Godfrey Tearle|Peggy Ashcroft|John Laurie|Helen Haye|Frank Cellier|Wylie Watson|Gus McNaughton|Jerry Verno|Peggy Simpson|Pat Hagate|Alfred Hitchcock|Elizabeth Inglis|Frederick Piper|Hilda Trevelyan,17,11,Alfred Hitchcock
43488,A Walk in the Sun,THEY FOUGHT BEST WHEN IT WAS HOPELESS!,1945-12-25,War|Drama,,en,,,Superior Pictures|Lewis Milestone Productions,United States of America,14.0,5.2,8.85591,117.0,"In the 1943 invasion of Italy, one American platoon lands, digs in, then makes its way inland to attempt to take a fortified farmhouse, as tension and casualties mount. Unusually realistic picture of war as long quiet stretches of talk, punctuated by sharp, random bursts of violent action whose relevance to the big picture is often unknown to the soldiers.",English|Italiano,<img src='http://image.tmdb.org/t/p/w185//cY0ocPFS6tEXzobwYAXfXs2CDh.jpg' style='height:100px;'>,Dana Andrews|Lloyd Bridges|Richard Conte|Richard Benedict|George Tyne|John Ireland|Sterling Holloway|Norman Lloyd|Herbert Rudley|Huntz Hall|James Cardwell|George Offerman Jr.|Steve Brodie|Matt Willis|Chris Drake|Alvin Hammer|Victor Cutler|Jay Norris|John Kellogg,19,14,Lewis Milestone
22613,The Outlaw,Tall.... Terrific.... and Trouble!,1943-02-05,Action|Adventure|Western,,en,,,Howard Hughes Productions,United States of America,16.0,4.9,1.4509889999999999,116.0,"Newly appointed sheriff Pat Garrett is pleased when his old friend Doc Holliday arrives in Lincoln, New Mexico on the stage. Doc is trailing his stolen horse, and it is discovered in the possession of Billy the Kid. In a surprising turnaround, Billy and Doc become friends. This causes the friendship between Doc and Pat to cool. The odd relationship between Doc and Billy grows stranger when Doc hides Billy at his girl, Rio's, place after Billy is shot.",English|Español,<img src='http://image.tmdb.org/t/p/w185//xqnPtCdL0gF5MvexVeVN1aimWg2.jpg' style='height:100px;'>,Jane Russell|Jack Buetel|Thomas Mitchell|Walter Huston|Mimi Aguglia|Joe Sawyer|Gene Rizzi|Ben Johnson|Julian Rivero,9,11,Howard Hawks
10331,Night of the Living Dead,"If it doesn't scare you, you're already dead!",1968-10-01,Horror,Living Dead Collection,en,0.114,30.0,Laurel Group|Off Color Films|Image Ten|Market Square Productions,United States of America,591.0,7.5,14.384198000000001,96.0,"A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse. Although not the first zombie film, Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype.",English,<img src='http://image.tmdb.org/t/p/w185//rSBkU4g4uvZQIMOSpvrmvR4VwhA.jpg' style='height:100px;'>,Duane Jones|Judith O'Dea|Karl Hardman|Marilyn Eastman|Keith Wayne|Judith Ridley|Kyra Schon|Charles Craig|S. William Hinzman|Bill 'Chilly Billy' Cardille|George A. Romero|Russell Streiner|John A. Russo,13,7,George A. Romero
488,The African Queen,The greatest adventure a man ever lived...with a woman!,1951-12-03,Adventure|War|Romance,,en,1.3,10.75,United Artists|Independent Film Distributors|Romulus Films,United Kingdom|United States of America,232.0,7.4,6.636872,105.0,"At the start of the first World War, in the middle of Africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship.",English|Deutsch|Kiswahili,<img src='http://image.tmdb.org/t/p/w185//nSXgNRzjfqwH9iX25qiuHozGmGB.jpg' style='height:100px;'>,Humphrey Bogart|Katharine Hepburn|Robert Morley|Peter Bull|Theodore Bikel|Walter Gotell|Peter Swanwick|Richard Marner,8,14,John Huston
22733,Beat the Devil,They're Out To Beat the Devil At His Own Game!,1953-11-24,Action|Adventure|Comedy|Crime|Drama|Romance,,en,1.0,,Santana Pictures Corporation|Romulus Films|Rizzoli-Haggiag,United States of America|United Kingdom|Italy,31.0,6.2,2.001733,89.0,"The script, which was written on a day-to-day basis as the film was being shot, concerns the adventures of a motley crew of swindlers and ne'er-do-wells trying to lay claim to land rich in uranium deposits in Kenya as they wait in a small Italian port to travel aboard an ill-fated tramp steamer en route to Mombasa.",Italiano|English,<img src='http://image.tmdb.org/t/p/w185//97B9N41lJUDarWSNYjyJsf6Ns6R.jpg' style='height:100px;'>,Humphrey Bogart|Jennifer Jones|Gina Lollobrigida|Robert Morley|Peter Lorre|Edward Underdown|Ivor Barnard|Marco Tulli|Bernard Lee|Mario Perrone|Giulio Donnini|Saro Urzì|Juan de Landa|Aldo Silvani|Dave Crowley|Julie Gibson|Mimmo Poli|Peter Sellers,18,29,John Huston
261,Cat on a Hot Tin Roof,Just one pillow on her bed ... and just one desire in her heart!,1958-02-17,Drama|Romance,,en,3.0,17.570324,Avon Production|Metro-Goldwyn-Mayer (MGM),United States of America,168.0,7.6,11.794846000000001,108.0,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",English,<img src='http://image.tmdb.org/t/p/w185//vWf1AR8rC6WjGKELlmLv2VAUZJB.jpg' style='height:100px;'>,Elizabeth Taylor|Paul Newman|Burl Ives|Judith Anderson|Jack Carson|Madeleine Sherwood|Vaughn Taylor|Larry Gates|Zelda Cleaver|Brian Corcoran|Robert 'Rusty' Stevens|Hugh Corcoran,12,15,Richard Brooks
57575,The Last Time I Saw Paris,The sensational story of youth on a fling,1954-01-01,Romance|Drama,,en,,0.000105,Metro-Goldwyn-Mayer (MGM),United States of America|France,9.0,5.1,0.912955,116.0,"Charles returns to Paris to reminisce about the life he led in Paris after it was liberated. He worked on ""Stars and Stripes"" when he met Marion and Helen. He would marry and be happy staying in Paris after his discharge and working for a news organization. He would try to write his great novel and that would come between Charlie, his wife and his daughter",English|Magyar,<img src='http://image.tmdb.org/t/p/w185//coW8Z2w0iyX3FPyPCvBYAWeKf8V.jpg' style='height:100px;'>,Elizabeth Taylor|Van Johnson|Walter Pidgeon|Donna Reed|Eva Gabor|Kurt Kasznar|George Dolenz|Roger Moore|Sandy Descher|Celia Lovsky|Peter Leeds|John Doucette|Odette Myrtil,13,5,Richard Brooks
32574,Meet John Doe,"ALL AMERICA WANTS TO MEET THE ""MR. DEEDS"" OF 1941!",1941-03-12,Drama|Comedy|Romance,,en,,,Warner Bros.|Frank Capra Productions,United States of America,52.0,7.3,10.750619,122.0,"As a parting shot, fired reporter Ann Mitchell prints a fake letter from unemployed ""John Doe,"" who threatens suicide in protest of social ills. The paper is forced to rehire Ann and hires John Willoughby to impersonate ""Doe."" Ann and her bosses cynically milk the story for all it's worth, until the made-up ""John Doe"" philosophy starts a whole political movement.",English,<img src='http://image.tmdb.org/t/p/w185//AmbFL6IYyyIMNuwbwCx8qolhAgD.jpg' style='height:100px;'>,Barbara Stanwyck|Gary Cooper|Edward Arnold|Walter Brennan|Spring Byington|James Gleason|Gene Lockhart|Rod La Rocque|Irving Bacon|Mitchell Lewis|Sterling Holloway|J. Farrell MacDonald|Regis Toomey|J. Farrell MacDonald|Warren Hymer|Harry Holman|Andrew Tombes|Pierre Watkin|Vaughan Glaser,19,15,Frank Capra
22657,Algiers,"You've Got A Date With Danger, A Rendezvous With Romance In The Glamorous, Mysterious Algiers . . Make A Date Now !",1938-06-28,Drama|Action|Mystery|Romance,,en,,,United Artists|Walter Wagner Productions,United States of America,6.0,5.8,0.348765,96.0,"Pepe Le Moko is a notorious thief, who escaped from France. Since his escape, Moko became a resident and leader of the immense Casbah of Algiers. French officials arrive insisting on Pepe's capture are met with unfazed local detectives, led by Inspector Slimane, who are biding their time. Meanwhile, Pepe meets the beautiful Gaby , which arouses the jealousy of Ines",English|Español,<img src='http://image.tmdb.org/t/p/w185//4fyHVvbM1MEJjKfMxPTMJiUGi6F.jpg' style='height:100px;'>,Charles Boyer|Sigrid Gurie|Hedy Lamarr|Joseph Calleia|Alan Hale|Gene Lockhart|Walter Kingsford|Paul Harvey|Stanley Fields|Johnny Downs|Charles D. Brown|Robert Greig|Leonid Kinskey|Joan Woodbury|Nina Koshetz,15,7,John Cromwell
76464,Something to Sing About,A Cagney you have never seen!,1937-09-30,Comedy,,en,,,Grand National Pictures|Zion Meyers Productions,United States of America,2.0,3.8,0.367546,93.0,James Cagney has a rare chance to show his song-and-dance-man roots in this low-budget tale of a New York bandleader struggling with a Hollywood studio boss.,English,<img src='http://image.tmdb.org/t/p/w185//bwg2j5DeTcmoHn0NBKZEkJ8P8a2.jpg' style='height:100px;'>,James Cagney|Evelyn Daw|William Frawley|Mona Barrie|Gene Lockhart|Philip Ahn|Marek Windheim|Dwight Frye|John 'Skins' Miller|Johnny Arthur|William B. Davidson|Richard Tucker|Kathleen Lockhart|James Newill|Harry Barris|Cully Richards,16,5,Victor Schertzinger
22649,A Farewell to Arms,Every woman who has loved will understand,1932-12-08,Drama|Romance|War,,en,4e-06,2.5e-05,Paramount Pictures,United States of America,29.0,6.2,1.914697,89.0,"British nurse Catherine Barkley (Helen Hayes) and American Lieutenant Frederic Henry (Gary Cooper) fall in love during the First World War in Italy. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each, as the war rages on. Academy Awards winner for Best Cinematography and for Best Sound, Recording. Nominated for Best Picture and for Best Art Direction.",English,<img src='http://image.tmdb.org/t/p/w185//eNmPByGZJqlp60nCZRhsAlVAb3F.jpg' style='height:100px;'>,Helen Hayes|Gary Cooper|Adolphe Menjou|Mary Philips|Jack La Rue|Blanche Friderici|Mary Forbes|Gilbert Emery|Agostino Borgato,9,25,Frank Borzage
176841,Moonlight Murder,"20,000 eyes looked - and no one saw!",1936-03-27,Music|Mystery,,en,,,Metro-Goldwyn-Mayer (MGM),United States of America,1.0,6.0,0.283269,65.0,An amateur detective gets a chance to test his sleuthing skills when an opera singer is murdered at the Hollywood Bowl.,English,<img src='http://image.tmdb.org/t/p/w185//xQWc31kJ3cMcMvNebMZLz9vaEGh.jpg' style='height:100px;'>,Chester Morris|Madge Evans|Leo Carrillo|Frank McHugh|Benita Hume|Grant Mitchell|Katharine Alexander|J. Carrol Naish|H.B. Warner|Robert McWade|Duncan Renaldo|Leonard Ceeley|Pedro de Cordoba|Charles Trowbridge,14,14,Edwin L. Marin
125587,Nothing Personal,,1996-10-18,Drama,,en,,,Channel Four Films|Bórd Scannán na hÉireann|Little Bird|British Screen Productions,Ireland|United Kingdom,1.0,4.0,0.064512,83.0,"A raw depiction of the Belfast 'troubles' as savage tribal warfare. Set shortly after the 1975 cease fire, the film focuses on the tribulations of Kenny, Protestant leader of a group of Shankill Road Loyalists, and his one-time friend Liam, a Catholic.",,<img src='http://image.tmdb.org/t/p/w185//weFodouv5VxhLndixC6HJ6s0ugs.jpg' style='height:100px;'>,Ian Hart|John Lynch|James Frain|Michael Gambon|Gary Lydon|Rúaidhrí Conroy|Maria Doyle Kennedy|Jeni Courtney|Gerard McSorley|Anthony Brophy,10,26,Thaddeus O'Sullivan
39448,"Yes, Madam",,1985-01-01,Action|Foreign,In the Line of Duty Collection,cn,,,D & B Films Co. Ltd.,Hong Kong,11.0,7.4,1.0600969999999998,93.0,"Asprin (Mang Hoi) and Strepsil (John Shum), two petty thieves who inadvertently become involved in a murder case when they steal items belonging to a murdered man. The man had hidden an important microfilm in his passport, which the thieves pass onto a forger friend Panadol (Tsui Hark). Inspector Ng (Michelle Yeoh) is assigned to the case, along with Inspector Morris (Cynthia Rothrock) from Scotland Yard! The investigation leads the cops to the bumbling crooks and soon they are on Triad leader Tin's (James Tien) tail, he will stop at nothing to get the incriminating film back and with his hitman and bodyguard (Dick Wei) at his side, he proves too much for the inspectors to catch using legal means, in frustration they give up their badges and go after Tin alone.",广州话 / 廣州話|English,<img src='http://image.tmdb.org/t/p/w185//k2T9aHaPSAr5n7b1UhBCPyCo7aG.jpg' style='height:100px;'>,Michelle Yeoh|Cynthia Rothrock|Sammo Hung|Richard Ng|Mang Hoi|John Shum Kin-Fun|Tsui Hark|Chung Fat|Dick Wei|Melvin Wong|Dennis Chan|Wu Ma|Fruit Chan|Tai Bo|James Tien|David Chiang|Corey Yuen Kwai|Chin Ka-Lok|Lam Wai,19,5,Corey Yuen Kwai
52855,Dangerous Ground,What he wants is revenge. What he gets is the fight of his life.,1997-02-12,Drama,,en,,3.028094,New Line Cinema|Jacaranda Films|Investec Merchant Bank,United States of America|South Africa,8.0,5.0,1.463219,95.0,"Vusi Madlazi returns to the South African village he left as a young boy to bury his father. He meets up with his brother Ernest, who tells him their other brother Stephen couldn't be contacted. Vusi goes to Johannesburg to find him, but at first can only find his neighbor/girlfriend, Karin, a stripper. Vusi proceeds to learn how conditions have changed since the end of apartheid, not always for the better for black men.",English|Polski,<img src='http://image.tmdb.org/t/p/w185//3oFap1KH6zTTP1w0iQ6uQZrzKU4.jpg' style='height:100px;'>,Ice Cube|Elizabeth Hurley|Ving Rhames|Thokozani Nkosi|Ron Smerczak|Wilson Dunster|Sechaba Morojele|Peter Khubeke,8,3,Darrell James Roodt
39940,Picnic,Electrically attracted to each other...Overwhelmingly engulfed by it...Guiltily in love!,1955-11-18,Drama|Romance,,en,,,Columbia Pictures Corporation,United States of America,19.0,6.7,8.500509,115.0,"The morning of a small town Labor Day picnic, a drifter (Hal Carter) blows into town to visit an old fraternity buddy (Alan Benson) who also happens to be the son of the richest man in town. Hal is an egocentric braggart - all potential and no accomplishment. He meets up with Madge Owens, the town beauty queen and girlfriend of Alan Benson.",English,<img src='http://image.tmdb.org/t/p/w185//c0nkk6rMFxN4FNUBCGZjzlfZ9Dt.jpg' style='height:100px;'>,William Holden|Kim Novak|Betty Field|Susan Strasberg|Cliff Robertson|Arthur O'Connell|Verna Felton|Reta Shaw|Nick Adams|Raymond Bailey|Rosalind Russell|Phyllis Newman,12,15,Joshua Logan
